Día,Hora,Peaje,Periodo,"Término energía PVPC
FEU = TEU + TCU
€/MWh consumo","Peajes y cargos TEU
€/MWh consumo","Precio producción
TCU=CP x(1+PERD/100)
€/MWh consumo"
2024-03-02,1.0,2.0TD,3.0,45.6262381345,2.752,42.8742381345
2024-03-02,2.0,2.0TD,3.0,45.545985781,2.752,42.793985781
2024-03-02,3.0,2.0TD,3.0,45.7915380494,2.752,43.0395380494
2024-03-02,4.0,2.0TD,3.0,44.7289488055,2.752,41.9769488055
2024-03-02,5.0,2.0TD,3.0,46.3218295617,2.752,43.5698295617
2024-03-02,6.0,2.0TD,3.0,46.1003888055,2.752,43.3483888055
2024-03-02,7.0,2.0TD,3.0,44.7307352933,2.752,41.9787352933
2024-03-02,8.0,2.0TD,3.0,44.4820881345,2.752,41.7300881345
2024-03-02,9.0,2.0TD,3.0,47.3576513047,2.752,44.6056513047
2024-03-02,10.0,2.0TD,3.0,44.1382366091,2.752,41.3862366091
2024-03-02,11.0,2.0TD,3.0,44.8773569626,2.752,42.1253569626
2024-03-02,12.0,2.0TD,3.0,43.5729348284,2.752,40.8209348284
2024-03-02,13.0,2.0TD,3.0,43.3362368284,2.752,40.5842368284
2024-03-02,14.0,2.0TD,3.0,42.40935856,2.752,39.65735856
2024-03-02,15.0,2.0TD,3.0,42.6538066942,2.752,39.9018066942
2024-03-02,16.0,2.0TD,3.0,42.9163553653,2.752,40.1643553653
2024-03-02,17.0,2.0TD,3.0,45.959520524,2.752,43.207520524
2024-03-02,18.0,2.0TD,3.0,46.5653760363,2.752,43.8133760363
2024-03-02,19.0,2.0TD,3.0,43.9718905731,2.752,41.2198905731
2024-03-02,20.0,2.0TD,3.0,46.7923317319,2.752,44.0403317319
2024-03-02,21.0,2.0TD,3.0,74.9497681099,2.752,72.1977681099
2024-03-02,22.0,2.0TD,3.0,75.1142143538,2.752,72.3622143538
2024-03-02,23.0,2.0TD,3.0,45.3219031099,2.752,42.5699031099
2024-03-02,24.0,2.0TD,3.0,42.9989463784,2.752,40.2469463784
2024-03-03,1.0,2.0TD,3.0,48.3976001274,2.752,45.6456001274
2024-03-03,2.0,2.0TD,3.0,47.4778869934,2.752,44.7258869934
2024-03-03,3.0,2.0TD,3.0,50.1158649528,2.752,47.3638649528
2024-03-03,4.0,2.0TD,3.0,50.5085547376,2.752,47.7565547376
2024-03-03,5.0,2.0TD,3.0,51.8171962085,2.752,49.0651962085
2024-03-03,6.0,2.0TD,3.0,51.9670758946,2.752,49.2150758946
2024-03-03,7.0,2.0TD,3.0,50.6834589528,2.752,47.9314589528
2024-03-03,8.0,2.0TD,3.0,49.0469330692,2.752,46.2949330692
2024-03-03,9.0,2.0TD,3.0,46.379204459,2.752,43.627204459
2024-03-03,10.0,2.0TD,3.0,43.2362961627,2.752,40.4842961627
2024-03-03,11.0,2.0TD,3.0,41.2053802791,2.752,38.4533802791
2024-03-03,12.0,2.0TD,3.0,45.1716864942,2.752,42.4196864942
2024-03-03,13.0,2.0TD,3.0,45.0278450233,2.752,42.2758450233
2024-03-03,14.0,2.0TD,3.0,44.7073987094,2.752,41.9553987094
2024-03-03,15.0,2.0TD,3.0,44.7911470233,2.752,42.0391470233
2024-03-03,16.0,2.0TD,3.0,45.8811209069,2.752,43.1291209069
2024-03-03,17.0,2.0TD,3.0,48.4398163196,2.752,45.6878163196
2024-03-03,18.0,2.0TD,3.0,43.7107967905,2.752,40.9587967905
2024-03-03,19.0,2.0TD,3.0,38.4838348893,2.752,35.7318348893
2024-03-03,20.0,2.0TD,3.0,45.1025883602,2.752,42.3505883602
2024-03-03,21.0,2.0TD,3.0,71.3081883602,2.752,68.5561883602
2024-03-03,22.0,2.0TD,3.0,73.5475355172,2.752,70.7955355172
2024-03-03,23.0,2.0TD,3.0,54.234360459,2.752,51.482360459
2024-03-03,24.0,2.0TD,3.0,42.7293799299,2.752,39.9773799299
2024-03-04,1.0,2.0TD,3.0,53.5743212857,2.752,50.8223212857
2024-03-04,2.0,2.0TD,3.0,51.746157945,2.752,48.994157945
2024-03-04,3.0,2.0TD,3.0,54.5337256043,2.752,51.7817256043
2024-03-04,4.0,2.0TD,3.0,55.4642111726,2.752,52.7122111726
2024-03-04,5.0,2.0TD,3.0,55.1041146953,2.752,52.3521146953
2024-03-04,6.0,2.0TD,3.0,54.2158295133,2.752,51.4638295133
2024-03-04,7.0,2.0TD,3.0,51.5993194899,2.752,48.8473194899
2024-03-04,8.0,2.0TD,3.0,66.1177420802,2.752,63.3657420802
2024-03-04,9.0,2.0TD,2.0,93.7120368527,27.963,65.7490368527
2024-03-04,10.0,2.0TD,2.0,81.4302069658,27.963,53.4672069658
2024-03-04,11.0,2.0TD,1.0,124.4098889658,76.974,47.4358889658
2024-03-04,12.0,2.0TD,1.0,120.7686879203,76.974,43.7946879203
2024-03-04,13.0,2.0TD,1.0,121.089773352,76.974,44.115773352
2024-03-04,14.0,2.0TD,1.0,120.5603087383,76.974,43.5863087383
2024-03-04,15.0,2.0TD,2.0,69.2912278748,27.963,41.3282278748
2024-03-04,16.0,2.0TD,2.0,68.9852964886,27.963,41.0222964886
2024-03-04,17.0,2.0TD,2.0,71.0271371479,27.963,43.0641371479
2024-03-04,18.0,2.0TD,2.0,72.2376627617,27.963,44.2746627617
2024-03-04,19.0,2.0TD,1.0,120.8964801479,76.974,43.9224801479
2024-03-04,20.0,2.0TD,1.0,128.5413897161,76.974,51.5673897161
2024-03-04,21.0,2.0TD,1.0,141.3129142389,76.974,64.3389142389
2024-03-04,22.0,2.0TD,1.0,133.3097187617,76.974,56.3357187617
2024-03-04,23.0,2.0TD,2.0,77.3557620802,27.963,49.3927620802
2024-03-04,24.0,2.0TD,2.0,70.1842097395,27.963,42.2212097395
2024-03-05,1.0,2.0TD,3.0,42.994991934,2.752,40.242991934
2024-03-05,2.0,2.0TD,3.0,42.780825303,2.752,40.028825303
2024-03-05,3.0,2.0TD,3.0,45.610728672,2.752,42.858728672
2024-03-05,4.0,2.0TD,3.0,45.5557766935,2.752,42.8037766935
2024-03-05,5.0,2.0TD,3.0,46.8057860196,2.752,44.0537860196
2024-03-05,6.0,2.0TD,3.0,48.6957870196,2.752,45.9437870196
2024-03-05,7.0,2.0TD,3.0,64.8143775864,2.752,62.0623775864
2024-03-05,8.0,2.0TD,3.0,91.1799201531,2.752,88.4279201531
2024-03-05,9.0,2.0TD,2.0,130.5093350889,27.963,102.5463350889
2024-03-05,10.0,2.0TD,2.0,78.4294429604,27.963,50.4664429604
2024-03-05,11.0,2.0TD,1.0,118.7272199818,76.974,41.7532199818
2024-03-05,12.0,2.0TD,1.0,114.2923870032,76.974,37.3183870032
2024-03-05,13.0,2.0TD,1.0,113.9451476556,76.974,36.9711476556
2024-03-05,14.0,2.0TD,1.0,113.549992308,76.974,36.575992308
2024-03-05,15.0,2.0TD,2.0,63.8944883509,27.963,35.9314883509
2024-03-05,16.0,2.0TD,2.0,65.0651870675,27.963,37.1021870675
2024-03-05,17.0,2.0TD,2.0,67.6053017841,27.963,39.6423017841
2024-03-05,18.0,2.0TD,2.0,79.1877934579,27.963,51.2247934579
2024-03-05,19.0,2.0TD,1.0,164.2833780247,76.974,87.3093780247
2024-03-05,20.0,2.0TD,1.0,251.8765200247,76.974,174.9025200247
2024-03-05,21.0,2.0TD,1.0,257.0569990461,76.974,180.0829990461
2024-03-05,22.0,2.0TD,1.0,220.7195917199,76.974,143.7455917199
2024-03-05,23.0,2.0TD,2.0,156.0963861531,27.963,128.1333861531
2024-03-05,24.0,2.0TD,2.0,141.6615458698,27.963,113.6985458698
2024-03-06,1.0,2.0TD,3.0,114.3138225544,2.752,111.5618225544
2024-03-06,2.0,2.0TD,3.0,92.4100193812,2.752,89.6580193812
2024-03-06,3.0,2.0TD,3.0,93.4851203546,2.752,90.7331203546
2024-03-06,4.0,2.0TD,3.0,92.4808846479,2.752,89.7288846479
2024-03-06,5.0,2.0TD,3.0,83.3047156479,2.752,80.5527156479
2024-03-06,6.0,2.0TD,3.0,92.0265052345,2.752,89.2745052345
2024-03-06,7.0,2.0TD,3.0,108.5676932876,2.752,105.8156932876
2024-03-06,8.0,2.0TD,3.0,155.1593313407,2.752,152.4073313407
2024-03-06,9.0,2.0TD,2.0,183.2926708072,27.963,155.3296708072
2024-03-06,10.0,2.0TD,2.0,82.0644264469,27.963,54.1014264469
2024-03-06,11.0,2.0TD,1.0,119.9731108603,76.974,42.9991108603
2024-03-06,12.0,2.0TD,1.0,110.741562567,76.974,33.767562567
2024-03-06,13.0,2.0TD,1.0,108.8790870069,76.974,31.9050870069
2024-03-06,14.0,2.0TD,1.0,108.3301177402,76.974,31.3561177402
2024-03-06,15.0,2.0TD,2.0,58.6852708603,27.963,30.7222708603
2024-03-06,16.0,2.0TD,2.0,59.089976127,27.963,31.126976127
2024-03-06,17.0,2.0TD,2.0,62.7232841005,27.963,34.7602841005
2024-03-06,18.0,2.0TD,2.0,76.4027228072,27.963,48.4397228072
2024-03-06,19.0,2.0TD,1.0,151.1331084203,76.974,74.1591084203
2024-03-06,20.0,2.0TD,1.0,244.1949253938,76.974,167.2209253938
2024-03-06,21.0,2.0TD,1.0,225.0453306606,76.974,148.0713306606
2024-03-06,22.0,2.0TD,1.0,197.3972823673,76.974,120.4232823673
2024-03-06,23.0,2.0TD,2.0,119.8349684608,27.963,91.8719684608
2024-03-06,24.0,2.0TD,2.0,80.4733957276,27.963,52.5103957276
2024-03-07,1.0,2.0TD,3.0,59.6451610384,2.752,56.8931610384
2024-03-07,2.0,2.0TD,3.0,51.0731683505,2.752,48.3211683505
2024-03-07,3.0,2.0TD,3.0,51.4085071105,2.752,48.6565071105
2024-03-07,4.0,2.0TD,3.0,49.9825512145,2.752,47.2305512145
2024-03-07,5.0,2.0TD,3.0,50.0308996625,2.752,47.2788996625
2024-03-07,6.0,2.0TD,3.0,49.5316260065,2.752,46.7796260065
2024-03-07,7.0,2.0TD,3.0,49.7006701743,2.752,46.9486701743
2024-03-07,8.0,2.0TD,3.0,58.8148019981,2.752,56.0628019981
2024-03-07,9.0,2.0TD,2.0,86.20156003,27.963,58.23856003
2024-03-07,10.0,2.0TD,2.0,72.9153171979,27.963,44.9523171979
2024-03-07,11.0,2.0TD,1.0,122.1422121979,76.974,45.1682121979
2024-03-07,12.0,2.0TD,1.0,121.0059087499,76.974,44.0319087499
2024-03-07,13.0,2.0TD,1.0,119.9972661979,76.974,43.0232661979
2024-03-07,14.0,2.0TD,1.0,118.4681559898,76.974,41.4941559898
2024-03-07,15.0,2.0TD,2.0,68.8156127499,27.963,40.8526127499
2024-03-07,16.0,2.0TD,2.0,69.1323060619,27.963,41.1693060619
2024-03-07,17.0,2.0TD,2.0,71.05489027,27.963,43.09189027
2024-03-07,18.0,2.0TD,2.0,74.653305926,27.963,46.690305926
2024-03-07,19.0,2.0TD,1.0,124.770817166,76.974,47.796817166
2024-03-07,20.0,2.0TD,1.0,145.3494695821,76.974,68.3754695821
2024-03-07,21.0,2.0TD,1.0,156.1641732381,76.974,79.1901732381
2024-03-07,22.0,2.0TD,1.0,151.0945383421,76.974,74.1205383421
2024-03-07,23.0,2.0TD,2.0,85.1115515183,27.963,57.1485515183
2024-03-07,24.0,2.0TD,2.0,73.2913442783,27.963,45.3283442783
2024-03-08,1.0,2.0TD,3.0,50.4544867743,2.752,47.7024867743
2024-03-08,2.0,2.0TD,3.0,50.1378248341,2.752,47.3858248341
2024-03-08,3.0,2.0TD,3.0,50.5872171401,2.752,47.8352171401
2024-03-08,4.0,2.0TD,3.0,49.3316437521,2.752,46.5796437521
2024-03-08,5.0,2.0TD,3.0,49.3562037521,2.752,46.6042037521
2024-03-08,6.0,2.0TD,3.0,48.8200625281,2.752,46.0680625281
2024-03-08,7.0,2.0TD,3.0,50.8754593264,2.752,48.1234593264
2024-03-08,8.0,2.0TD,3.0,48.3415967365,2.752,45.5895967365
2024-03-08,9.0,2.0TD,2.0,73.3810979827,27.963,45.4180979827
2024-03-08,10.0,2.0TD,2.0,71.3374408629,27.963,43.3744408629
2024-03-08,11.0,2.0TD,1.0,118.697234945,76.974,41.723234945
2024-03-08,12.0,2.0TD,1.0,118.377486333,76.974,41.403486333
2024-03-08,13.0,2.0TD,1.0,119.175929027,76.974,42.201929027
2024-03-08,14.0,2.0TD,1.0,119.277685109,76.974,42.303685109
2024-03-08,15.0,2.0TD,2.0,69.613069251,27.963,41.650069251
2024-03-08,16.0,2.0TD,2.0,70.0396281689,27.963,42.0766281689
2024-03-08,17.0,2.0TD,2.0,71.1000880048,27.963,43.1370880048
2024-03-08,18.0,2.0TD,2.0,73.7505332288,27.963,45.7875332288
2024-03-08,19.0,2.0TD,1.0,122.8886306168,76.974,45.9146306168
2024-03-08,20.0,2.0TD,1.0,122.2810643707,76.974,45.3070643707
2024-03-08,21.0,2.0TD,1.0,125.1548915126,76.974,48.1808915126
2024-03-08,22.0,2.0TD,1.0,122.4573541246,76.974,45.4833541246
2024-03-08,23.0,2.0TD,2.0,72.3170087144,27.963,44.3540087144
2024-03-08,24.0,2.0TD,2.0,71.5424165503,27.963,43.5794165503
2024-03-09,1.0,2.0TD,3.0,44.9848986986,2.752,42.2328986986
2024-03-09,2.0,2.0TD,3.0,46.1391415483,2.752,43.3871415483
2024-03-09,3.0,2.0TD,3.0,46.7527925623,2.752,44.0007925623
2024-03-09,4.0,2.0TD,3.0,45.7165562336,2.752,42.9645562336
2024-03-09,5.0,2.0TD,3.0,45.949797905,2.752,43.197797905
2024-03-09,6.0,2.0TD,3.0,45.8926362336,2.752,43.1406362336
2024-03-09,7.0,2.0TD,3.0,45.301096891,2.752,42.549096891
2024-03-09,8.0,2.0TD,3.0,45.0351236986,2.752,42.2831236986
2024-03-09,9.0,2.0TD,3.0,42.2504599711,2.752,39.4984599711
2024-03-09,10.0,2.0TD,3.0,44.9196387506,2.752,42.1676387506
2024-03-09,11.0,2.0TD,3.0,44.2057169009,2.752,41.4537169009
2024-03-09,12.0,2.0TD,3.0,42.8330583939,2.752,40.0810583939
2024-03-09,13.0,2.0TD,3.0,42.6791463939,2.752,39.9271463939
2024-03-09,14.0,2.0TD,3.0,42.1430893799,2.752,39.3910893799
2024-03-09,15.0,2.0TD,3.0,42.3752188869,2.752,39.6232188869
2024-03-09,16.0,2.0TD,3.0,43.041762422,2.752,40.289762422
2024-03-09,17.0,2.0TD,3.0,43.9494656144,2.752,41.1974656144
2024-03-09,18.0,2.0TD,3.0,44.717964957,2.752,41.965964957
2024-03-09,19.0,2.0TD,3.0,44.6135019851,2.752,41.8615019851
2024-03-09,20.0,2.0TD,3.0,46.4280881775,2.752,43.6760881775
2024-03-09,21.0,2.0TD,3.0,46.8096340132,2.752,44.0576340132
2024-03-09,22.0,2.0TD,3.0,43.9743203418,2.752,41.2223203418
2024-03-09,23.0,2.0TD,3.0,44.0543460132,2.752,41.3023460132
2024-03-09,24.0,2.0TD,3.0,41.9367190272,2.752,39.1847190272
2024-03-10,1.0,2.0TD,3.0,49.3384235406,2.752,46.5864235406
2024-03-10,2.0,2.0TD,3.0,50.1995384506,2.752,47.4475384506
2024-03-10,3.0,2.0TD,3.0,50.0235180045,2.752,47.2715180045
2024-03-10,4.0,2.0TD,3.0,50.5555000222,2.752,47.8035000222
2024-03-10,5.0,2.0TD,3.0,51.4067544328,2.752,48.6547544328
2024-03-10,6.0,2.0TD,3.0,51.0243948258,2.752,48.2723948258
2024-03-10,7.0,2.0TD,3.0,50.6792940045,2.752,47.9272940045
2024-03-10,8.0,2.0TD,3.0,50.5901483619,2.752,47.8381483619
2024-03-10,9.0,2.0TD,3.0,50.2110028804,2.752,47.4590028804
2024-03-10,10.0,2.0TD,3.0,44.5926610059,2.752,41.8406610059
2024-03-10,11.0,2.0TD,3.0,42.5362813633,2.752,39.7842813633
2024-03-10,12.0,2.0TD,3.0,46.6629173456,2.752,43.9109173456
2024-03-10,13.0,2.0TD,3.0,46.538568935,2.752,43.786568935
2024-03-10,14.0,2.0TD,3.0,47.2200633279,2.752,44.4680633279
2024-03-10,15.0,2.0TD,3.0,46.278550935,2.752,43.526550935
2024-03-10,16.0,2.0TD,3.0,47.0492805775,2.752,44.2972805775
2024-03-10,17.0,2.0TD,3.0,48.0631178094,2.752,45.3111178094
2024-03-10,18.0,2.0TD,3.0,48.9749362201,2.752,46.2229362201
2024-03-10,19.0,2.0TD,3.0,45.3817228449,2.752,42.6297228449
2024-03-10,20.0,2.0TD,3.0,47.9989642555,2.752,45.2469642555
2024-03-10,21.0,2.0TD,3.0,46.5853642555,2.752,43.8333642555
2024-03-10,22.0,2.0TD,3.0,47.6943850591,2.752,44.9423850591
2024-03-10,23.0,2.0TD,3.0,43.9490868804,2.752,41.1970868804
2024-03-10,24.0,2.0TD,3.0,40.906692291,2.752,38.154692291
2024-03-11,1.0,2.0TD,3.0,45.1576834364,2.752,42.4056834364
2024-03-11,2.0,2.0TD,3.0,44.8273194627,2.752,42.0753194627
2024-03-11,3.0,2.0TD,3.0,45.1042124889,2.752,42.3522124889
2024-03-11,4.0,2.0TD,3.0,45.4088863573,2.752,42.6568863573
2024-03-11,5.0,2.0TD,3.0,45.4557326468,2.752,42.7037326468
2024-03-11,6.0,2.0TD,3.0,44.5546543311,2.752,41.8026543311
2024-03-11,7.0,2.0TD,3.0,45.6629256734,2.752,42.9109256734
2024-03-11,8.0,2.0TD,3.0,46.376554463,2.752,43.624554463
2024-03-11,9.0,2.0TD,2.0,72.1484415684,27.963,44.1854415684
2024-03-11,10.0,2.0TD,2.0,67.9344836475,27.963,39.9714836475
2024-03-11,11.0,2.0TD,1.0,117.4316176475,76.974,40.4576176475
2024-03-11,12.0,2.0TD,1.0,117.0787590685,76.974,40.1047590685
2024-03-11,13.0,2.0TD,1.0,116.7875332001,76.974,39.8135332001
2024-03-11,14.0,2.0TD,1.0,116.5914137528,76.974,39.6174137528
2024-03-11,15.0,2.0TD,2.0,67.2789334896,27.963,39.3159334896
2024-03-11,16.0,2.0TD,2.0,67.7197569369,27.963,39.7567569369
2024-03-11,17.0,2.0TD,2.0,68.9577069632,27.963,40.9947069632
2024-03-11,18.0,2.0TD,2.0,70.1711564105,27.963,42.2081564105
2024-03-11,19.0,2.0TD,1.0,124.7827559632,76.974,47.8087559632
2024-03-11,20.0,2.0TD,1.0,197.2048538316,76.974,120.2308538316
2024-03-11,21.0,2.0TD,1.0,217.646515121,76.974,140.672515121
2024-03-11,22.0,2.0TD,1.0,204.9913484105,76.974,128.0173484105
2024-03-11,23.0,2.0TD,2.0,155.049394463,27.963,127.086394463
2024-03-11,24.0,2.0TD,2.0,94.7559464893,27.963,66.7929464893
2024-03-12,1.0,2.0TD,3.0,77.0372409698,2.752,74.2852409698
2024-03-12,2.0,2.0TD,3.0,71.7552784841,2.752,69.0032784841
2024-03-12,3.0,2.0TD,3.0,72.7937159985,2.752,70.0417159985
2024-03-12,4.0,2.0TD,3.0,74.2029285072,2.752,71.4509285072
2024-03-12,5.0,2.0TD,3.0,75.0704030043,2.752,72.3184030043
2024-03-12,6.0,2.0TD,3.0,75.2809440043,2.752,72.5289440043
2024-03-12,7.0,2.0TD,3.0,109.803965964,2.752,107.051965964
2024-03-12,8.0,2.0TD,3.0,138.5066729237,2.752,135.7546729237
2024-03-12,9.0,2.0TD,2.0,147.0126133978,27.963,119.0496133978
2024-03-12,10.0,2.0TD,2.0,84.0533243459,27.963,56.0903243459
2024-03-12,11.0,2.0TD,1.0,112.7377558546,76.974,35.7637558546
2024-03-12,12.0,2.0TD,1.0,112.8181713632,76.974,35.8441713632
2024-03-12,13.0,2.0TD,1.0,112.2239323575,76.974,35.2499323575
2024-03-12,14.0,2.0TD,1.0,112.1401893517,76.974,35.1661893517
2024-03-12,15.0,2.0TD,2.0,62.512518369,27.963,34.549518369
2024-03-12,16.0,2.0TD,2.0,63.4007078891,27.963,35.4377078891
2024-03-12,17.0,2.0TD,2.0,67.5660274093,27.963,39.6030274093
2024-03-12,18.0,2.0TD,2.0,88.0987909122,27.963,60.1357909122
2024-03-12,19.0,2.0TD,1.0,182.1128238719,76.974,105.1388238719
2024-03-12,20.0,2.0TD,1.0,219.2873898719,76.974,142.3133898719
2024-03-12,21.0,2.0TD,1.0,309.8175323805,76.974,232.8435323805
2024-03-12,22.0,2.0TD,1.0,241.3406408834,76.974,164.3666408834
2024-03-12,23.0,2.0TD,2.0,138.6262059237,27.963,110.6632059237
2024-03-12,24.0,2.0TD,2.0,133.6074774438,27.963,105.6444774438
2024-03-13,1.0,2.0TD,3.0,100.9787343105,2.752,98.2267343105
2024-03-13,2.0,2.0TD,3.0,81.1499332646,2.752,78.3979332646
2024-03-13,3.0,2.0TD,3.0,74.5873710994,2.752,71.8353710994
2024-03-13,4.0,2.0TD,3.0,72.8557288609,2.752,70.1037288609
2024-03-13,5.0,2.0TD,3.0,74.0469308609,2.752,71.2949308609
2024-03-13,6.0,2.0TD,3.0,74.3464533839,2.752,71.5944533839
2024-03-13,7.0,2.0TD,3.0,105.2699287141,2.752,102.5179287141
2024-03-13,8.0,2.0TD,3.0,136.6777100444,2.752,133.9257100444
2024-03-13,9.0,2.0TD,2.0,160.8291838518,27.963,132.8661838518
2024-03-13,10.0,2.0TD,2.0,85.859604705,27.963,57.896604705
2024-03-13,11.0,2.0TD,1.0,123.5199341821,76.974,46.5459341821
2024-03-13,12.0,2.0TD,1.0,115.4821684206,76.974,38.5081684206
2024-03-13,13.0,2.0TD,1.0,115.0638610628,76.974,38.0898610628
2024-03-13,14.0,2.0TD,1.0,113.6628994665,76.974,36.6888994665
2024-03-13,15.0,2.0TD,2.0,63.6896771821,27.963,35.7266771821
2024-03-13,16.0,2.0TD,2.0,64.7229197784,27.963,36.7599197784
2024-03-13,17.0,2.0TD,2.0,67.0611386133,27.963,39.0981386133
2024-03-13,18.0,2.0TD,2.0,85.6880588518,27.963,57.7250588518
2024-03-13,19.0,2.0TD,1.0,195.9666495399,76.974,118.9926495399
2024-03-13,20.0,2.0TD,1.0,221.8192913747,76.974,144.8452913747
2024-03-13,21.0,2.0TD,1.0,263.7868769711,76.974,186.8128769711
2024-03-13,22.0,2.0TD,1.0,210.0959972096,76.974,133.1219972096
2024-03-13,23.0,2.0TD,2.0,138.08115776,27.963,110.11815776
2024-03-13,24.0,2.0TD,2.0,127.1065073564,27.963,99.1435073564
2024-03-14,1.0,2.0TD,3.0,81.3814048077,2.752,78.6294048077
2024-03-14,2.0,2.0TD,3.0,77.0472552869,2.752,74.2952552869
2024-03-14,3.0,2.0TD,3.0,74.1736670196,2.752,71.4216670196
2024-03-14,4.0,2.0TD,3.0,73.5199395127,2.752,70.7679395127
2024-03-14,5.0,2.0TD,3.0,74.0949777662,2.752,71.3429777662
2024-03-14,6.0,2.0TD,3.0,80.1435545266,2.752,77.3915545266
2024-03-14,7.0,2.0TD,3.0,82.0527445819,2.752,79.3007445819
2024-03-14,8.0,2.0TD,3.0,138.2928258769,2.752,135.5408258769
2024-03-14,9.0,2.0TD,2.0,144.373449158,27.963,116.410449158
2024-03-14,10.0,2.0TD,2.0,101.5572252133,27.963,73.5942252133
2024-03-14,11.0,2.0TD,1.0,147.9284712133,76.974,70.9544712133
2024-03-14,12.0,2.0TD,1.0,126.9652719599,76.974,49.9912719599
2024-03-14,13.0,2.0TD,1.0,125.0027562133,76.974,48.0287562133
2024-03-14,14.0,2.0TD,1.0,123.5041722272,76.974,46.5301722272
2024-03-14,15.0,2.0TD,2.0,67.5170239599,27.963,39.5540239599
2024-03-14,16.0,2.0TD,2.0,67.6720784391,27.963,39.7090784391
2024-03-14,17.0,2.0TD,2.0,75.4502374253,27.963,47.4872374253
2024-03-14,18.0,2.0TD,2.0,88.5314666649,27.963,60.5684666649
2024-03-14,19.0,2.0TD,1.0,151.2098779322,76.974,74.2358779322
2024-03-14,20.0,2.0TD,1.0,212.2125479045,76.974,135.2385479045
2024-03-14,21.0,2.0TD,1.0,202.8182521442,76.974,125.8442521442
2024-03-14,22.0,2.0TD,1.0,185.2856536372,76.974,108.3116536372
2024-03-14,23.0,2.0TD,2.0,133.1364933423,27.963,105.1734933423
2024-03-14,24.0,2.0TD,2.0,102.719446075,27.963,74.756446075
2024-03-15,1.0,2.0TD,3.0,78.7374662648,2.752,75.9854662648
2024-03-15,2.0,2.0TD,3.0,72.1623110489,2.752,69.4103110489
2024-03-15,3.0,2.0TD,3.0,71.0861485273,2.752,68.3341485273
2024-03-15,4.0,2.0TD,3.0,68.4677794841,2.752,65.7157794841
2024-03-15,5.0,2.0TD,3.0,65.8496834841,2.752,63.0976834841
2024-03-15,6.0,2.0TD,3.0,69.4716015704,2.752,66.7196015704
2024-03-15,7.0,2.0TD,3.0,76.3506094375,2.752,73.5986094375
2024-03-15,8.0,2.0TD,3.0,93.8785862614,2.752,91.1265862614
2024-03-15,9.0,2.0TD,2.0,105.9279979558,27.963,77.9649979558
2024-03-15,10.0,2.0TD,2.0,88.1150793876,27.963,60.1520793876
2024-03-15,11.0,2.0TD,1.0,129.0237549524,76.974,52.0497549524
2024-03-15,12.0,2.0TD,1.0,127.7933839956,76.974,50.8193839956
2024-03-15,13.0,2.0TD,1.0,125.4007885172,76.974,48.4267885172
2024-03-15,14.0,2.0TD,1.0,124.0219780819,76.974,47.0479780819
2024-03-15,15.0,2.0TD,2.0,74.1852874308,27.963,46.2222874308
2024-03-15,16.0,2.0TD,2.0,74.506096866,27.963,46.543096866
2024-03-15,17.0,2.0TD,2.0,80.2333097365,27.963,52.2703097365
2024-03-15,18.0,2.0TD,2.0,90.8054336501,27.963,62.8424336501
2024-03-15,19.0,2.0TD,1.0,154.7273846933,76.974,77.7533846933
2024-03-15,20.0,2.0TD,1.0,210.5255879989,76.974,133.5515879989
2024-03-15,21.0,2.0TD,1.0,253.5790843478,76.974,176.6050843478
2024-03-15,22.0,2.0TD,1.0,237.3246893046,76.974,160.3506893046
2024-03-15,23.0,2.0TD,2.0,147.8092614807,27.963,119.8462614807
2024-03-15,24.0,2.0TD,2.0,117.4734333512,27.963,89.5104333512
2024-03-16,1.0,2.0TD,3.0,95.4142803671,2.752,92.6622803671
2024-03-16,2.0,2.0TD,3.0,93.691683112,2.752,90.939683112
2024-03-16,3.0,2.0TD,3.0,90.6656951791,2.752,87.9136951792
2024-03-16,4.0,2.0TD,3.0,87.8366805349,2.752,85.0846805349
2024-03-16,5.0,2.0TD,3.0,87.4448218906,2.752,84.6928218906
2024-03-16,6.0,2.0TD,3.0,93.8035605349,2.752,91.0515605349
2024-03-16,7.0,2.0TD,3.0,100.9641618234,2.752,98.2121618234
2024-03-16,8.0,2.0TD,3.0,86.96913036710001,2.752,84.2171303671
2024-03-16,9.0,2.0TD,3.0,71.207319743,2.752,68.455319743
2024-03-16,10.0,2.0TD,3.0,59.3642611524,2.752,56.6122611524
2024-03-16,11.0,2.0TD,3.0,54.1373564075,2.752,51.3853564075
2024-03-16,12.0,2.0TD,3.0,47.7907063739,2.752,45.0387063739
2024-03-16,13.0,2.0TD,3.0,46.0277143739,2.752,43.2757143739
2024-03-16,14.0,2.0TD,3.0,44.9095063068,2.752,42.1575063068
2024-03-16,15.0,2.0TD,3.0,42.7751073403,2.752,40.0231073403
2024-03-16,16.0,2.0TD,3.0,43.0050585081,2.752,40.2530585081
2024-03-16,17.0,2.0TD,3.0,49.2474619645,2.752,46.4954619645
2024-03-16,18.0,2.0TD,3.0,59.8557536759,2.752,57.1037536759
2024-03-16,19.0,2.0TD,3.0,94.5979168101,2.752,91.8459168101
2024-03-16,20.0,2.0TD,3.0,136.7560242664,2.752,134.0040242664
2024-03-16,21.0,2.0TD,3.0,138.7817829443,2.752,136.0297829443
2024-03-16,22.0,2.0TD,3.0,129.0229135886,2.752,126.2709135886
